SUBSYSTEM ID	GENE ID	FUNCTIONAL ROLES	CLASS 1	CLASS 2	REACTIONS	
Valine_degradation	peg.240|peg.1719|peg.2407|peg.2408|peg.2409|peg.2410|peg.2411|peg.2413|peg.2414|peg.2419|peg.2420|peg.2857|peg.3289|peg.3860	"Branched-chain amino acid aminotransferase (EC 2.6.1.42)|Enoyl-CoA hydratase (EC 4.2.1.17)|Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)|Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)|Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)|Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)|Butyrate kinase (EC 2.7.2.7)|Phosphate butyryltransferase (EC 2.3.1.19)|Transcriptional regulator BkdR of isoleucine and valine catabolism operon|Butyryl-CoA dehydrogenase (EC 1.3.99.2)|3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)"	Amino Acids and Derivatives	Branched-chain amino acids	rxn01451|rxn01575|rxn01923|rxn02949|rxn02167|rxn03241|rxn07431|rxn02933|rxn00806|rxn03239|rxn07430|rxn03246|rxn04750|rxn03242|rxn07435|rxn03244|rxn00871|rxn03250|rxn00903|rxn01452|rxn01925|rxn07434|rxn03245|rxn07432|rxn06335|rxn03249|rxn02934|rxn03240|rxn06586|rxn01236|rxn02911|rxn01241|rxn03247|rxn06777|rxn07433|rxn02268	
"Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis"	peg.244|peg.270|peg.660|peg.1079|peg.1485|peg.1750|peg.1848|peg.1849|peg.2241|peg.2300|peg.2362|peg.2363|peg.2683|peg.2842|peg.3057|peg.3775|peg.3785|peg.3997	Glutaminase (EC 3.5.1.2)|L-asparaginase (EC 3.5.1.1)|Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)|Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)|Glutamine synthetase type I (EC 6.3.1.2)|Glutamate synthase [NADPH] small chain (EC 1.4.1.13)|Glutamate synthase [NADPH] large chain (EC 1.4.1.13)|Aspartate aminotransferase (EC 2.6.1.1)|NAD-specific glutamate dehydrogenase (EC 1.4.1.2)|Aspartate ammonia-lyase (EC 4.3.1.1)|Glutamate racemase (EC 5.1.1.3)	Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine"	 ammonia assimilation	rxn02339|rxn00189|rxn00187|rxn00193|rxn05760|rxn03409|rxn03407|rxn00182|rxn00347|rxn00260|rxn00416|rxn03406|rxn00342|rxn00085
"D-galactarate,_D-glucarate_and_D-glycerate_catabolism"	peg.247|peg.249|peg.250|peg.251|peg.252|peg.1398|peg.4010	5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41)|D-glucarate permease|Glucarate dehydratase (EC 4.2.1.40)|Predicted 5-dehydro-4-deoxyglucarate regulator YcbG|D-galactarate dehydratase (EC 4.2.1.42)|2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)|Glycerate kinase (EC 2.7.1.31)	Carbohydrates	Monosaccharides	rxn05572|rxn03887|rxn07845|rxn01634|rxn01281|rxn01989|rxn05565|rxn01102|rxn01280	
"Proline,_4-hydroxyproline_uptake_and_utilization"	peg.248|peg.321|peg.322|peg.323|peg.1293|peg.1314|peg.1315|peg.1660|peg.1851|peg.1852|peg.2215|peg.2241|peg.2385|peg.3269|peg.3290|peg.3775|peg.3784|peg.4040	"Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)|Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase)|Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)|Proline/sodium symporter PutP (TC 2.A.21.2.1)|Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like|Glutamate 5-kinase (EC 2.7.2.11)|Gamma-glutamyl phosphate reductase (EC 1.2.1.41)|Prolyl-tRNA synthetase (EC 6.1.1.15)|Pyrroline-5-carboxylate reductase (EC 1.5.1.2)|4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16)|Aspartate aminotransferase (EC 2.6.1.1)|D-amino acid dehydrogenase small subunit (EC 1.4.99.1)|Ornithine aminotransferase (EC 2.6.1.13)"	Amino Acids and Derivatives	Proline and 4-hydroxyproline	rxn00196|rxn02339|rxn00503|rxn00179|rxn00929|rxn03071|rxn05296|rxn03424|rxn00467|rxn00183|rxn00260|rxn09188|rxn00931|rxn05221|rxn02373|rxn03884|rxn00328	
Twin-arginine_translocation_system	peg.265|peg.598|peg.599	Twin-arginine translocation protein TatC|Twin-arginine translocation protein TatA	Protein Metabolism	Secretion		
Fe-S_cluster_assembly	peg.267|peg.2754|peg.2755|peg.2962|peg.3222|peg.3272|peg.3273|peg.3274|peg.3275|peg.3276	Cysteine desulfurase (EC 2.8.1.7)|Iron-sulfur cluster regulator IscR|probable iron binding protein from the HesB_IscA_SufA family|Iron-sulfur cluster assembly protein SufB|Iron-sulfur cluster assembly scaffold protein IscU|Iron-sulfur cluster assembly protein SufD|Iron-sulfur cluster assembly ATPase protein SufC	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Fe-S clusters		
mnm5U34_biosynthesis_bacteria	peg.267|peg.2752|peg.2754|peg.2962|peg.3274|peg.4107|peg.4108	Cysteine desulfurase (EC 2.8.1.7)|tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)|tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA|GTPase and tRNA-U34 5-formylation enzyme TrmE	RNA Metabolism	RNA processing and modification	rxn05295	
D-gluconate_and_ketogluconates_metabolism	peg.284|peg.394|peg.1956|peg.2215|peg.2391|peg.2908|peg.3346|peg.4011|peg.4012|peg.4013|peg.4014	"Glucose 1-dehydrogenase (EC 1.1.1.47)|Gluconate permease, Bsu4004 homolog|2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)|6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)|oxidoreductase of aldo/keto reductase family, subgroup 1|Gluconate operon transcriptional repressor|Gluconokinase (EC 2.7.1.12)"	Carbohydrates	Monosaccharides	rxn01108|rxn01115|rxn01109|rxn01275|rxn03884|rxn00328|rxn05571	
Entner-Doudoroff_Pathway	peg.284|peg.394|peg.735|peg.1231|peg.1235|peg.1236|peg.1240|peg.1303|peg.1936|peg.2215|peg.2216|peg.2390|peg.2391|peg.2489|peg.2921|peg.3326|peg.3396|peg.3397|peg.3399|peg.3400|peg.3801|peg.3888|peg.3991|peg.4012|peg.4014	"Glucose 1-dehydrogenase (EC 1.1.1.47)|Aldehyde dehydrogenase (EC 1.2.1.3)|Uronate isomerase (EC 5.3.1.12)|Mannonate dehydratase (EC 4.2.1.8)|D-mannonate oxidoreductase (EC 1.1.1.57)|Altronate hydrolase (EC 4.2.1.7)|6-phosphogluconolactonase (EC 3.1.1.31)|2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)|2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)|Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)|6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)|Glucokinase (EC 2.7.1.2)|Pyruvate kinase (EC 2.7.1.40)|Gluconolactonase (EC 3.1.1.17)|Enolase (EC 4.2.1.11)|2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)|Phosphoglycerate kinase (EC 2.7.2.3)|NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)|Gluconokinase (EC 2.7.1.12)"	Carbohydrates	Central carbohydrate metabolism	rxn00781|rxn05734|rxn00979|rxn02853|rxn00459|rxn00604|rxn01457|rxn01122|rxn03885|rxn01080|rxn01108|rxn01106|rxn00506|rxn01775|rxn05735|rxn00148|rxn01851|rxn01115|rxn01109|rxn01275|rxn01286|rxn00216|rxn01100|rxn03884|rxn01107|rxn00328|rxn01476|rxn01123	
"Glycolysis_and_Gluconeogenesis,_including_Archaeal_enzymes"	peg.284|peg.394|peg.1886|peg.2921|peg.2922|peg.3138|peg.3396|peg.3397|peg.3398|peg.3399|peg.3716	"Glucose 1-dehydrogenase (EC 1.1.1.47)|Phosphoenolpyruvate synthase (EC 2.7.9.2)|Pyruvate kinase (EC 2.7.1.40)|6-phosphofructokinase (EC 2.7.1.11)|Glucose-6-phosphate isomerase (EC 5.3.1.9)|Enolase (EC 4.2.1.11)|2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)|Triosephosphate isomerase (EC 5.3.1.1)|Phosphoglycerate kinase (EC 2.7.2.3)|Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)"	Carbohydrates	Central carbohydrate metabolism	rxn01343|rxn02314|rxn00459|rxn00558|rxn00545|rxn01108|rxn00549|rxn01106|rxn02380|rxn00148|rxn01977|rxn01109|rxn01100|rxn00747|rxn00147	
Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	peg.299|peg.300|peg.301|peg.3010|peg.3108|peg.3109|peg.3376|peg.3377|peg.3378|peg.3379|peg.3386|peg.3387|peg.3388|peg.3389	"Glycine betaine ABC transport system, ATP-binding protein OpuAA (EC 3.6.3.32)|Glycine betaine ABC transport system, permease protein OpuAB|Glycine betaine ABC transport system, glycine betaine-binding protein OpuAC|Glycine betaine transporter OpuD|Alcohol dehydrogenase GbsB (type III ), essential for the utilization of choline (EC 1.1.1.1)|Betaine aldehyde dehydrogenase (EC 1.2.1.8)|Choline ABC transport system, permease protein OpuBD|Choline ABC transport system, choline-binding protein OpuBC|Choline ABC transport system, permease protein OpuBB|Choline ABC transport system, ATP-binding protein OpuBA|Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCD|Osmotically activated L-carnitine/choline ABC transporter, substrate-binding protein OpuCC|Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCB|Osmotically activated L-carnitine/choline ABC transporter, ATP-binding protein OpuCA"	Amino Acids and Derivatives	Osmotic stress	rxn05181|rxn05505|rxn05579|rxn10062|rxn05570|rxn05550|rxn05192|rxn05184|rxn01868|rxn05193|rxn05504|rxn10073|rxn05180|rxn01867|rxn05159|rxn10862|rxn10072	
Fermentations:_Lactate	peg.306|peg.1032|peg.1847|peg.2390|peg.2704|peg.2950|peg.3772	L-lactate dehydrogenase (EC 1.1.1.27)|Alcohol dehydrogenase (EC 1.1.1.1)|Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)|Acetate kinase (EC 2.7.2.1)|Phosphate acetyltransferase (EC 2.3.1.8)	Carbohydrates	Fermentation	rxn00225|rxn00604|rxn00543|rxn00985|rxn00173|rxn00499|rxn00763|rxn00670	
Fermentations:_Mixed_acid	peg.306|peg.1032|peg.1847|peg.2704|peg.2723|peg.2921|peg.2950|peg.3772	L-lactate dehydrogenase (EC 1.1.1.27)|Alcohol dehydrogenase (EC 1.1.1.1)|Formate efflux transporter (TC 2.A.44 family)|Pyruvate kinase (EC 2.7.1.40)|Acetate kinase (EC 2.7.2.1)|Phosphate acetyltransferase (EC 2.3.1.8)	Carbohydrates	Fermentation	rxn00225|rxn05559|rxn00543|rxn00985|rxn00148|rxn00173|rxn00499|rxn00763|rxn00670	
Lactate_utilization	peg.307|peg.3410|peg.3411|peg.3424|peg.3425	"L-lactate permease|Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF|Predicted L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE|Lactate-responsive regulator LldR in Firmicutes, GntR family"	Carbohydrates	Organic acids	rxn05470|rxn05602	
Chorismate_Synthesis	peg.316|peg.2264|peg.2265|peg.2273|peg.2274|peg.2275|peg.2312|peg.2451|peg.2569|peg.2793|peg.2794|peg.2978	Shikimate kinase I (EC 2.7.1.71)|5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)|Prephenate dehydrogenase (EC 1.3.1.12)|Chorismate mutase II (EC 5.4.99.5)|3-dehydroquinate synthase (EC 4.2.3.4)|Chorismate synthase (EC 4.2.3.5)|3-dehydroquinate dehydratase I (EC 4.2.1.10)|3-dehydroquinate dehydratase II (EC 4.2.1.10)|Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)|Prephenate dehydratase (EC 4.2.1.51)|Chorismate mutase (EC 5.4.99.5)|2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)|Chorismate mutase I (EC 5.4.99.5)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	rxn02476|rxn02212|rxn01332|rxn01739|rxn01256|rxn01740|rxn02213|rxn01000|rxn01255|rxn01268	
Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	peg.316|peg.2264|peg.2274|peg.2275|peg.2312|peg.2451|peg.2569|peg.2978	Shikimate kinase I (EC 2.7.1.71)|5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)|3-dehydroquinate synthase (EC 4.2.3.4)|Chorismate synthase (EC 4.2.3.5)|3-dehydroquinate dehydratase I (EC 4.2.1.10)|3-dehydroquinate dehydratase II (EC 4.2.1.10)|Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)|2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	rxn02476|rxn02212|rxn01332|rxn01739|rxn01256|rxn01740|rxn02213|rxn01255	
Menaquinone_Biosynthesis_via_Futalosine	peg.317|peg.2279|peg.2730	Ubiquinone/menaquinone biosynthesis methyltransferase UbiE/COQ5 (EC 2.1.1.-)|5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Quinone cofactors	rxn00143|rxn05266|rxn01021	
Menaquinone_and_Phylloquinone_Biosynthesis	peg.317|peg.2279|peg.3081|peg.3082|peg.3083|peg.3084|peg.3085|peg.3086|peg.3854	"Ubiquinone/menaquinone biosynthesis methyltransferase UbiE/COQ5 (EC 2.1.1.-)|O-succinylbenzoate-CoA synthase (EC 4.2.1.-)|O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)|Naphthoate synthase (EC 4.1.3.36)|2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)|2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)|Menaquinone-specific isochorismate synthase (EC 5.4.4.2)|1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.-)"	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Quinone cofactors	rxn01258|rxn05023|rxn05266|rxn00203|rxn02832|rxn04675|rxn11703|rxn05267|rxn05024|rxn02831	
Ubiquinone_Biosynthesis	peg.317|peg.2279	Ubiquinone/menaquinone biosynthesis methyltransferase UbiE/COQ5 (EC 2.1.1.-)	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Quinone cofactors	rxn05266	
Respiratory_dehydrogenases_1	peg.321|peg.930|peg.1230|peg.3216|peg.3226|peg.3269|peg.3290|peg.3680|peg.3681	Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase)|Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.99.5)|NADH dehydrogenase (EC 1.6.99.3)|D-amino acid dehydrogenase small subunit (EC 1.4.99.1)|D-amino acid dehydrogenase large subunit (EC 1.4.99.1)	Respiration	Electron donating reactions	rxn00929|rxn09188|rxn05747|rxn00616|rxn05739	
"Glycine_reductase,_sarcosine_reductase_and_betaine_reductase"	peg.328|peg.455|peg.551|peg.2152|peg.2853|peg.3217|peg.3282|peg.3485	Thioredoxin reductase (EC 1.8.1.9)|Thioredoxin	Protein Metabolism	Selenoproteins	rxn05289	
Wyeosine-MimG_Biosynthesis	peg.328|peg.1605|peg.3217|peg.3273|peg.3485	Thioredoxin reductase (EC 1.8.1.9)|tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)|Iron-sulfur cluster assembly scaffold protein IscU	RNA Metabolism	RNA processing and modification	rxn05295|rxn05289	
Coenzyme_B12_biosynthesis	peg.329|peg.1563|peg.3321|peg.3322|peg.3323|peg.3324	"Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)|Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17)|Adenosylcobinamide amidohydrolase (EC 3.5.1.90)|Vitamin B12 ABC transporter, ATPase component BtuD|Vitamin B12 ABC transporter, permease component BtuC|Vitamin B12 ABC transporter, B12-binding component BtuF"	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Tetrapyrroles	rxn05187|rxn02287|rxn02264|rxn05515	
Pterin_metabolism	peg.335|peg.2282	GTP cyclohydrolase I (EC 3.5.4.16) type 2|GTP cyclohydrolase I (EC 3.5.4.16) type 1	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Folate and pterines	rxn00299	
Beta-Glucoside_Metabolism	peg.342|peg.581|peg.582|peg.583|peg.584|peg.3844|peg.3861|peg.3862|peg.3863|peg.3864|peg.3865|peg.3912|peg.3913|peg.3931|peg.3932|peg.4017	"6-phospho-beta-glucosidase (EC 3.2.1.86)|Beta-glucosidase (EC 3.2.1.21)|PTS system, cellobiose-specific IIB component (EC 2.7.1.69)|PTS system, cellobiose-specific IIA component (EC 2.7.1.69)|PTS system, cellobiose-specific IIC component (EC 2.7.1.69)|Transcriptional antiterminator of lichenan operon, BglG family|Endo-beta-1,3-1,4 glucanase (Licheninase) (EC 3.2.1.73)|Beta-glucoside bgl operon antiterminator, BglG family|PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69)|PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69)|PTS system, beta-glucoside-specific IIC component (EC 2.7.1.69)"	Carbohydrates	Di- and oligosaccharides	rxn09978|rxn05518|rxn03481|rxn03482|rxn00222|rxn05647|rxn09979|rxn09992|rxn00608|rxn08025|rxn05501	
Fructooligosaccharides(FOS)_and_Raffinose_Utilization	peg.342|peg.584|peg.3029|peg.3030|peg.3031|peg.3032|peg.3033|peg.3261|peg.3264|peg.3265|peg.3266|peg.3809|peg.3886|peg.3931	"Beta-glucosidase (EC 3.2.1.21)|MSM (multiple sugar metabolism) operon regulatory protein|Multiple sugar ABC transporter, substrate-binding protein|Multiple sugar ABC transporter, membrane-spanning permease protein MsmF|Multiple sugar ABC transporter, membrane-spanning permease protein MsmG|Alpha-galactosidase (EC 3.2.1.22)|Multiple sugar ABC transporter, ATP-binding protein|Sucrose-6-phosphate hydrolase (EC 3.2.1.26)"	Carbohydrates	Di- and oligosaccharides	rxn05147|rxn05173|rxn01737|rxn05194|rxn09978|rxn00818|rxn02760|rxn00222|rxn05162|rxn09979|rxn03838|rxn05167|rxn00817|rxn05160|rxn02596	
Fatty_Acid_Biosynthesis_FASII	peg.358|peg.462|peg.864|peg.1134|peg.1135|peg.1173|peg.1592|peg.1593|peg.1594|peg.1714|peg.2396|peg.2438|peg.2439|peg.2923|peg.2924|peg.2945|peg.3296|peg.3644	"4'-phosphopantetheinyl transferase (EC 2.7.8.-)|Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)|Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)|3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)|3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)|Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)|Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)|3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)|Acyl carrier protein|Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)|Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)|Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)|Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)|Biotin carboxyl carrier protein of acetyl-CoA carboxylase|(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)"	Fatty Acids and Lipids	Fatty acids	rxn01355|rxn05357|rxn05323|rxn05398|rxn05333|rxn05391|rxn05330|rxn05408|rxn05422|rxn05448|rxn05383|rxn05415|rxn05441|rxn05426|rxn05328|rxn05364|rxn05372|rxn05419|rxn05430|rxn05341|rxn05412|rxn05460|rxn05402|rxn05413|rxn05348|rxn05370|rxn05346|rxn05445|rxn05335|rxn05369|rxn05381|rxn05446|rxn05386|rxn05435|rxn05428|rxn05361|rxn05456|rxn05410|rxn06673|rxn05334|rxn05394|rxn05354|rxn05378|rxn05326|rxn05376|rxn05342|rxn05455|rxn05344|rxn05387|rxn05350|rxn05437|rxn05349|rxn05463|rxn05374|rxn05396|rxn05363|rxn05324|rxn05388|rxn05464|rxn05429|rxn05359|rxn05424|rxn05406|rxn05322|rxn05416|rxn05458|rxn05453|rxn05337|rxn05352|rxn05367|rxn05365|rxn05439|rxn05385|rxn05339|rxn05443|rxn05451|rxn05434|rxn05432|rxn05417|rxn05401|rxn05371|rxn05347|rxn05338|rxn05400|rxn05442|rxn05425|rxn05436|rxn05358|rxn05397|rxn05421|rxn05332|rxn05329|rxn05427|rxn05447|rxn05392|rxn05399|rxn05360|rxn05340|rxn05438|rxn05403|rxn05409|rxn05420|rxn05414|rxn05390|rxn05356|rxn05461|rxn05405|rxn05351|rxn05368|rxn05362|rxn05327|rxn05423|rxn05404|rxn05462|rxn05450|rxn05418|rxn05375|rxn06023|rxn05355|rxn05457|rxn05393|rxn05411|rxn05440|rxn06672|rxn05345|rxn05379|rxn05384|rxn05389|rxn05444|rxn05431|rxn05382|rxn05366|rxn05433|rxn05373|rxn05465|rxn05452|rxn05380|rxn05331|rxn05336|rxn05395|rxn05325|rxn05454|rxn05407|rxn05343|rxn05449|rxn05377|rxn05459|rxn05353	
Hydroxyaromatic_decarboxylase_family	peg.364|peg.365|peg.366	Hydroxyaromatic non-oxidative decarboxylase protein B (EC 4.1.1.-)|Hydroxyaromatic non-oxidative decarboxylase protein C (EC 4.1.1.-)|Hydroxyaromatic non-oxidative decarboxylase protein D (EC 4.1.1.-)	Metabolism of Aromatic Compounds	Anaerobic degradation of aromatic compounds	rxn03393	
Lysine_Biosynthesis_DAP_Pathway	peg.380|peg.1402|peg.1420|peg.1421|peg.1678|peg.1679|peg.1680|peg.2253|peg.2343|peg.2850|peg.3223	"Aspartokinase (EC 2.7.2.4)|N-acetyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.-)|2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89)|N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)|Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)|Dihydrodipicolinate synthase (EC 4.2.1.52)|Dihydrodipicolinate reductase (EC 1.3.1.26)|Diaminopimelate decarboxylase (EC 4.1.1.20)|Diaminopimelate epimerase (EC 5.1.1.7)"	Amino Acids and Derivatives	"Lysine, threonine, methionine, and cysteine"	rxn00313|rxn01972|rxn01974|rxn01644|rxn03030|rxn00337|rxn01643|rxn02929|rxn03086	
Threonine_and_Homoserine_Biosynthesis	peg.380|peg.1678|peg.1679|peg.2241|peg.2850|peg.3230|peg.3231|peg.3232|peg.3775	Aspartokinase (EC 2.7.2.4)|Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)|Aspartate aminotransferase (EC 2.6.1.1)|Homoserine kinase (EC 2.7.1.39)|Threonine synthase (EC 4.2.3.1)|Homoserine dehydrogenase (EC 1.1.1.3)	Amino Acids and Derivatives	"Lysine, threonine, methionine, and cysteine"	rxn02339|rxn01302|rxn01300|rxn01301|rxn01069|rxn00260|rxn00337|rxn01643	
"Heme,_hemin_uptake_and_utilization_systems_in_GramPositives"	peg.381|peg.382|peg.383|peg.384|peg.750|peg.751|peg.752|peg.1033|peg.4043|peg.4046|peg.4047	"Iron compound ABC uptake transporter permease protein|Iron compound ABC uptake transporter ATP-binding protein|Iron compound ABC uptake transporter substrate-binding protein|Heme ABC type transporter HtsABC, permease protein HtsC|Heme ABC type transporter HtsABC, permease protein HtsB|Heme ABC type transporter HtsABC, heme-binding protein|Zn-dependent hydrolase (beta-lactamase superfamily)|Two-component sensor kinase SA14-24|Two-component response regulator SA14-24"	Virulence	Iron Scavenging Mechanisms	rxn05555|rxn05195|rxn05295|rxn05148	
Iron_acquisition_in_Streptococcus	peg.381|peg.382|peg.383|peg.384	Iron compound ABC uptake transporter permease protein|Iron compound ABC uptake transporter ATP-binding protein|Iron compound ABC uptake transporter substrate-binding protein	Virulence	Iron Scavenging Mechanisms	rxn05555|rxn05195	
Hemin_transport_system	peg.383|peg.749|peg.2856|peg.3336	"Iron compound ABC uptake transporter ATP-binding protein|Ferrichrome transport ATP-binding protein FhuC (TC 3.A.1.14.3)|Electron transfer flavoprotein, beta subunit"	Virulence	Iron Scavenging Mechanisms	rxn05555|rxn05195|rxn05188|rxn05558|rxn05148	
Putrescine_utilization_pathways	peg.391	Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)	Amino Acids and Derivatives	Arginine	" urea cycle, polyamines"	rxn01204
Mannitol_Utilization	peg.399|peg.400|peg.416|peg.586|peg.617|peg.1392|peg.1393|peg.3506	"PTS system, mannitol-specific IIA component (EC 2.7.1.69)|PTS system, mannitol-specific IIB component (EC 2.7.1.69)|PTS system, mannitol-specific IIC component (EC 2.7.1.69)|Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)|Mannitol operon activator, BglG family|Fructokinase (EC 2.7.1.4)|Phosphocarrier protein of PTS system|Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)|HPr kinase/phosphorylase (EC 2.7.1.-) (EC 2.7.4.-)"	Carbohydrates	Monosaccharides	rxn00546|rxn05569|rxn00547|rxn05226|rxn05560|rxn05485|rxn05647|rxn02005|rxn05610|rxn05655|rxn05617|rxn05607|rxn05501	
Hexitol_degradation	peg.400|peg.2922|peg.3719	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)|6-phosphofructokinase (EC 2.7.1.11)|Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	Carbohydrates	Sugar alcohols	rxn01870|rxn00546|rxn01343|rxn02314|rxn00786|rxn00545|rxn01334	
"Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP"	peg.401|peg.1488|peg.1886|peg.2360|peg.2361|peg.2921|peg.2925|peg.2991|peg.3059|peg.3155|peg.3156|peg.3161|peg.3525|peg.3711|peg.3712	"D-malic enzyme (EC 1.1.1.83)|Pyruvate carboxyl transferase (EC 6.4.1.1)|Phosphoenolpyruvate synthase (EC 2.7.9.2)|Malolactic enzyme (EC 1.-.-.-)|Malate Na(+) symporter|Pyruvate kinase (EC 2.7.1.40)|NADP-dependent malic enzyme (EC 1.1.1.40)|NAD-dependent malic enzyme (EC 1.1.1.38)|Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)|Two-component sensor histidine kinase, malate (EC 2.7.3.-)|Two-component response regulator, malate (EC 2.7.3.-)|Pyruvate-utilizing enzyme, similar to phosphoenolpyruvate synthase|Malate permease"	Carbohydrates	Central carbohydrate metabolism	rxn05603|rxn00160|rxn05207|rxn01285|rxn04143|rxn00250|rxn01847|rxn00159|rxn00161|rxn00148|rxn05605|rxn00247|rxn00147	
